Ship type,Ship duration type,Ship level,Target artifact,AURELIAN_BROOCH,AURELIAN_BROOCH,AURELIAN_BROOCH,AURELIAN_BROOCH,AURELIAN_BROOCH,AURELIAN_BROOCH,AURELIAN_BROOCH,AURELIAN_BROOCH,AURELIAN_BROOCH,BEAK_OF_MIDAS,BEAK_OF_MIDAS,BEAK_OF_MIDAS,BEAK_OF_MIDAS,BEAK_OF_MIDAS,BEAK_OF_MIDAS,BEAK_OF_MIDAS,BOOK_OF_BASAN,BOOK_OF_BASAN,BOOK_OF_BASAN,BOOK_OF_BASAN,BOOK_OF_BASAN,BOOK_OF_BASAN,BOOK_OF_BASAN,CARVED_RAINSTICK,CARVED_RAINSTICK,CARVED_RAINSTICK,CARVED_RAINSTICK,CARVED_RAINSTICK,CARVED_RAINSTICK,CLARITY_STONE,CLARITY_STONE,CLARITY_STONE,CLARITY_STONE_FRAGMENT,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DEMETERS_NECKLACE,DILITHIUM_MONOCLE,DILITHIUM_MONOCLE,DILITHIUM_MONOCLE,DILITHIUM_MONOCLE,DILITHIUM_MONOCLE,DILITHIUM_MONOCLE,DILITHIUM_STONE,DILITHIUM_STONE,DILITHIUM_STONE,DILITHIUM_STONE_FRAGMENT,GOLD_METEORITE,GOLD_METEORITE,GOLD_METEORITE,INTERSTELLAR_COMPASS,INTERSTELLAR_COMPASS,INTERSTELLAR_COMPASS,INTERSTELLAR_COMPASS,INTERSTELLAR_COMPASS,INTERSTELLAR_COMPASS,INTERSTELLAR_COMPASS,INTERSTELLAR_COMPASS,LIFE_STONE,LIFE_STONE,LIFE_STONE,LIFE_STONE_FRAGMENT,LIGHT_OF_EGGENDIL,LIGHT_OF_EGGENDIL,LIGHT_OF_EGGENDIL,LIGHT_OF_EGGENDIL,LIGHT_OF_EGGENDIL,LIGHT_OF_EGGENDIL,LIGHT_OF_EGGENDIL,LIGHT_OF_EGGENDIL,LUNAR_STONE,LUNAR_STONE,LUNAR_STONE,LUNAR_STONE_FRAGMENT,LUNAR_TOTEM,LUNAR_TOTEM,LUNAR_TOTEM,LUNAR_TOTEM,LUNAR_TOTEM,LUNAR_TOTEM,LUNAR_TOTEM,LUNAR_TOTEM,LUNAR_TOTEM,MERCURYS_LENS,MERCURYS_LENS,MERCURYS_LENS,MERCURYS_LENS,MERCURYS_LENS,MERCURYS_LENS,MERCURYS_LENS,MERCURYS_LENS,MERCURYS_LENS,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,NEODYMIUM_MEDALLION,ORNATE_GUSSET,ORNATE_GUSSET,ORNATE_GUSSET,ORNATE_GUSSET,ORNATE_GUSSET,ORNATE_GUSSET,ORNATE_GUSSET,ORNATE_GUSSET,PHOENIX_FEATHER,PHOENIX_FEATHER,PHOENIX_FEATHER,PHOENIX_FEATHER,PHOENIX_FEATHER,PHOENIX_FEATHER,PHOENIX_FEATHER,PROPHECY_STONE,PROPHECY_STONE,PROPHECY_STONE,PROPHECY_STONE_FRAGMENT,PUZZLE_CUBE,PUZZLE_CUBE,PUZZLE_CUBE,PUZZLE_CUBE,PUZZLE_CUBE,PUZZLE_CUBE,PUZZLE_CUBE,PUZZLE_CUBE,PUZZLE_CUBE,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_METRONOME,QUANTUM_STONE,QUANTUM_STONE,QUANTUM_STONE,QUANTUM_STONE_FRAGMENT,SHELL_STONE,SHELL_STONE,SHELL_STONE,SHELL_STONE_FRAGMENT,SHIP_IN_A_BOTTLE,SHIP_IN_A_BOTTLE,SHIP_IN_A_BOTTLE,SHIP_IN_A_BOTTLE,SHIP_IN_A_BOTTLE,SHIP_IN_A_BOTTLE,SHIP_IN_A_BOTTLE,SHIP_IN_A_BOTTLE,SOLAR_TITANIUM,SOLAR_TITANIUM,SOLAR_TITANIUM,SOUL_STONE,SOUL_STONE,SOUL_STONE,SOUL_STONE_FRAGMENT,TACHYON_DEFLECTOR,TACHYON_DEFLECTOR,TACHYON_DEFLECTOR,TACHYON_DEFLECTOR,TACHYON_DEFLECTOR,TACHYON_DEFLECTOR,TACHYON_DEFLECTOR,TACHYON_DEFLECTOR,TACHYON_STONE,TACHYON_STONE,TACHYON_STONE,TACHYON_STONE_FRAGMENT,TAU_CETI_GEODE,TAU_CETI_GEODE,TAU_CETI_GEODE,TERRA_STONE,TERRA_STONE,TERRA_STONE,TERRA_STONE_FRAGMENT,THE_CHALICE,THE_CHALICE,THE_CHALICE,THE_CHALICE,THE_CHALICE,THE_CHALICE,THE_CHALICE,THE_CHALICE,THE_CHALICE,TITANIUM_ACTUATOR,TITANIUM_ACTUATOR,TITANIUM_ACTUATOR,TITANIUM_ACTUATOR,TITANIUM_ACTUATOR,TITANIUM_ACTUATOR,TITANIUM_ACTUATOR,TUNGSTEN_ANKH,TUNGSTEN_ANKH,TUNGSTEN_ANKH,TUNGSTEN_ANKH,TUNGSTEN_ANKH,TUNGSTEN_ANKH,TUNGSTEN_ANKH,TUNGSTEN_ANKH,TUNGSTEN_ANKH,VIAL_MARTIAN_DUST,VIAL_MARTIAN_DUST,VIAL_MARTIAN_DUST,VIAL_MARTIAN_DUST,VIAL_MARTIAN_DUST,VIAL_MARTIAN_DUST,VIAL_MARTIAN_DUST,VIAL_MARTIAN_DUST
CHICKFIANT,SHORT,0,GOLD_METEORITE,0,223,6,1,0,0,0,0,0,282,141,0,0,0,0,0,0,0,0,0,0,0,0,633,36,0,0,0,0,0,0,0,24,0,97,0,106,0,2,0,0,0,0,158,0,0,0,0,0,0,0,0,164,1069,6,0,602,44,0,0,0,0,0,0,7,0,0,182,0,0,0,0,0,0,0,0,26,0,0,0,0,126,4,11,0,0,0,0,0,218,109,10,0,0,0,0,0,0,101,339,25,0,0,0,0,0,0,0,183,3,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,25,0,0,120,0,0,0,0,25,0,0,0,0,0,0,0,338,7,0,34,0,0,118,0,0,0,0,0,0,0,0,13,0,0,27,0,0,0,22,0,0,158,665,56,1,0,0,0,0,0,0,161,0,0,0,0,0,0,0,322,12,0,0,0,0,0,0,0,349,41,0,0,0,0,0
HENERPRISE,EPIC,0,PHOENIX_FEATHER,0,0,112,4,16,52,0,0,4,0,62,142,21,21,0,1,122,23,0,0,0,0,0,0,102,92,0,0,0,45,2,0,205,0,0,0,60,2,9,83,1,0,3,120,154,18,0,0,0,57,20,0,0,0,644,27,0,107,102,8,0,0,0,0,41,31,0,0,122,43,5,1,0,0,0,0,0,69,0,0,0,0,0,106,8,18,0,0,3,0,69,11,118,21,0,0,0,0,0,31,9,134,5,55,0,0,3,0,51,2,137,28,0,0,0,253,649,301,53,0,0,0,22,0,0,211,0,0,0,118,15,16,0,0,0,104,139,20,37,4,5,0,0,0,0,26,62,0,0,0,67,1,0,167,96,8,2,0,0,0,0,0,384,6,21,14,0,0,216,45,1,0,0,0,0,0,0,55,0,0,0,422,0,27,54,0,0,48,81,3,124,3,17,2,0,0,99,159,20,2,0,0,0,0,36,0,146,2,18,8,0,2,0,45,11,168,4,3,0,0
HENERPRISE,EPIC,0,ORNATE_GUSSET,0,0,85,3,14,31,1,0,1,0,32,103,11,8,0,0,103,11,0,0,0,0,0,0,63,58,1,0,0,35,0,0,139,0,0,0,54,1,8,64,0,0,4,88,111,21,0,0,0,50,13,0,0,0,432,27,0,78,73,6,2,0,0,0,30,12,0,0,71,28,8,0,0,0,0,0,0,51,0,0,0,0,0,73,3,15,0,0,0,0,46,10,89,14,0,0,0,0,0,29,6,92,1,44,0,0,1,190,385,10,491,82,2,1,0,69,99,48,6,0,0,0,19,0,0,187,0,0,0,84,13,7,0,0,1,72,123,13,38,0,3,0,0,0,0,26,47,0,0,0,40,1,0,140,76,9,0,0,0,0,0,0,290,7,17,17,0,0,142,24,0,0,0,0,0,0,0,42,0,0,0,306,0,13,52,0,0,32,55,2,75,1,14,2,0,0,107,98,9,1,0,0,0,0,29,3,91,0,16,6,0,0,0,25,1,107,3,4,0,0
HENERPRISE,EPIC,0,TACHYON_DEFLECTOR,0,0,105,1,12,50,1,0,0,0,61,109,13,23,0,0,123,15,0,0,0,0,0,0,91,72,0,0,0,41,0,0,188,0,0,0,78,2,9,71,2,0,4,97,130,18,0,0,0,46,21,0,0,0,530,32,0,73,75,13,3,0,0,0,28,17,0,0,101,37,6,1,0,0,0,0,0,58,0,0,0,0,0,101,6,20,0,0,3,0,81,10,93,19,0,0,0,0,0,40,4,136,2,44,3,0,2,0,51,1,102,19,0,0,0,57,106,48,7,0,0,0,26,0,0,193,0,0,0,96,19,11,0,0,0,87,115,19,31,1,5,0,0,0,0,33,51,0,0,0,53,0,0,189,89,4,0,0,0,0,0,0,308,6,11,12,0,0,254,185,0,1,0,0,0,0,0,58,0,0,0,370,0,11,58,0,0,31,83,3,110,2,13,2,0,0,101,109,22,2,0,0,0,0,30,3,125,0,25,5,0,0,0,31,1,131,1,4,0,0
HENERPRISE,EPIC,1,GOLD_METEORITE,0,0,209,6,35,99,2,0,7,0,89,250,36,41,2,1,230,40,0,0,0,0,0,0,171,152,0,0,0,87,9,0,326,0,0,0,106,1,11,132,1,2,7,186,207,46,0,0,0,102,29,0,0,1431,5982,298,0,161,168,19,3,0,0,1,62,51,0,0,219,71,6,0,0,0,0,0,0,114,1,0,0,0,0,177,19,41,0,0,3,0,111,18,233,28,0,0,0,0,0,65,6,215,4,87,1,0,7,0,83,1,224,31,1,0,0,125,206,112,19,0,0,0,62,1,0,378,0,0,0,196,33,26,1,0,3,178,230,31,75,3,7,0,0,0,0,46,103,0,0,0,106,3,0,277,161,9,1,0,0,0,0,0,592,22,26,37,0,0,349,79,0,0,0,0,0,0,0,98,0,0,0,692,0,31,132,0,0,78,128,2,201,7,29,4,1,0,221,258,34,3,0,0,0,0,61,5,238,3,48,23,1,2,0,48,6,238,9,11,0,1
HENERPRISE,SHORT,5,LUNAR_TOTEM,0,27,187,3,26,9,0,0,0,0,125,102,8,0,0,0,61,3,0,0,0,0,0,99,171,41,0,0,0,6,0,0,85,0,0,0,155,2,9,23,0,0,2,245,88,0,0,0,0,20,0,0,19,0,765,0,110,152,40,4,0,0,0,0,19,0,0,31,64,0,0,0,0,0,0,0,0,16,0,0,110,236,2,384,27,0,0,0,0,0,134,21,53,7,0,0,0,0,0,111,10,183,1,5,0,0,1,0,115,3,69,7,0,0,0,190,168,12,1,0,0,0,6,0,0,108,0,0,0,212,14,0,0,0,0,250,131,9,1,0,0,0,0,0,0,23,13,0,11,0,23,0,0,380,34,0,0,0,0,0,0,0,389,0,7,1,0,12,89,7,0,0,0,0,0,0,0,20,0,0,0,166,0,14,11,0,25,119,175,2,65,1,5,0,0,0,308,81,0,0,0,0,0,0,92,7,93,0,8,0,0,0,0,88,8,85,1,0,0,0
HENERPRISE,SHORT,2,CLARITY_STONE,0,493,2252,22,221,0,0,0,0,0,1980,920,93,0,0,0,551,0,0,0,0,0,0,1403,2558,152,0,0,0,129,0,0,1529,0,0,0,2293,24,120,111,1,0,5,3797,824,0,0,0,0,206,0,0,381,0,8401,0,1586,2500,185,19,0,0,0,0,282,1,0,491,475,0,0,0,0,0,0,0,0,189,0,0,0,0,0,2520,119,23,0,0,1,0,2180,210,459,37,0,0,0,0,0,1480,118,1864,12,0,0,0,0,0,1771,16,545,53,0,0,0,2858,1832,21,2,0,0,0,16,0,0,1453,0,0,0,2146,256,0,0,0,0,3627,1540,123,0,0,0,0,0,0,0,213,141,0,245,0,259,0,0,5003,227,0,0,0,0,0,0,0,4921,0,187,4,0,283,1046,12,0,0,0,0,0,0,0,211,0,0,0,1234,0,194,76,0,427,1930,2567,24,415,5,52,0,0,0,3748,708,0,0,0,0,0,0,1437,58,815,0,71,0,0,0,0,1226,160,660,7,0,0,0
HENERPRISE,SHORT,2,LIGHT_OF_EGGENDIL,0,191,1030,14,105,0,0,0,0,0,927,389,29,0,0,0,297,0,0,0,0,0,0,628,1162,68,0,0,0,19,0,0,683,0,0,0,1000,7,47,45,0,0,2,1638,323,0,0,0,0,99,0,0,164,0,3712,0,717,1147,91,13,0,0,0,0,118,0,0,224,527,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1097,56,5,0,0,0,0,1000,118,211,28,0,0,0,0,0,644,49,777,5,0,0,0,0,0,793,7,222,23,0,0,0,1292,768,10,0,0,0,0,8,0,0,638,0,0,0,908,88,0,0,0,0,1575,689,51,0,0,0,0,0,0,0,116,62,0,105,0,119,0,0,2171,117,0,0,0,0,0,0,0,2310,0,78,2,0,108,449,7,0,0,0,0,0,0,0,107,0,0,0,539,0,88,42,0,190,925,1190,12,212,4,22,0,0,0,1730,333,0,0,0,0,0,0,653,24,342,0,27,0,0,0,0,599,62,312,1,0,0,0
VOYEGGER,EPIC,1,UNKNOWN,0,927,5941,142,974,1017,17,1,57,0,4013,4603,731,246,0,10,3857,360,0,0,0,0,0,2864,5407,2396,0,0,0,1356,0,0,11370,0,0,0,4573,121,427,2230,41,10,122,7421,4502,332,0,0,0,2747,275,0,2898,0,28815,50,3204,5241,2491,413,0,0,0,0,2263,623,0,3708,3513,700,70,0,0,0,0,0,0,2596,0,0,0,0,0,6043,549,201,1,0,11,0,4350,678,3465,531,0,0,0,0,0,2931,390,6183,121,1013,11,5,53,0,3606,92,3744,603,0,0,0,5642,5998,1542,238,0,0,0,734,0,0,12449,0,0,0,6126,957,153,3,0,3,6720,5891,682,719,24,104,0,0,0,0,1750,2245,0,0,0,2775,0,0,10832,2748,21,0,0,0,0,0,0,17964,0,1392,473,0,2159,4331,987,0,0,0,0,0,0,0,2748,0,0,0,11876,0,1418,1962,0,3243,3908,4984,161,3433,117,604,0,0,0,7777,4114,204,31,0,0,0,0,2918,247,4461,24,732,37,1,3,0,2566,400,4150,105,0,0,0
HENERPRISE,EPIC,7,TACHYON_STONE,0,0,210,3,26,155,2,1,9,0,107,284,48,80,0,3,647,73,7,0,0,0,0,0,202,240,11,0,0,95,10,0,377,0,0,0,123,6,9,220,4,1,13,230,263,108,0,0,0,111,75,0,0,0,1083,218,0,170,231,43,18,1,0,2,72,78,1,0,548,121,16,23,5,0,0,0,0,101,10,0,0,0,0,191,16,116,1,0,8,0,156,22,282,43,8,0,0,1,0,72,17,265,8,147,5,1,7,0,93,2,286,46,16,0,0,179,250,191,31,2,0,0,57,4,0,414,0,0,0,205,42,75,0,0,7,202,246,36,120,4,24,1,0,0,0,44,115,11,0,0,108,8,0,362,261,51,9,0,0,0,0,0,687,148,43,57,4,0,414,109,10,1,0,0,0,0,85,631,21,0,0,892,27,43,122,1,0,97,170,4,292,8,50,36,1,0,223,274,94,13,9,0,0,0,77,5,264,1,51,61,0,2,0,49,10,307,11,36,0,1
GALEGGTICA,SHORT,2,TAU_CETI_GEODE,0,1847,0,0,0,0,0,0,0,3571,1,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,1451,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1028,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,213,0,0,0,0,1626,53,0,0,0,0,0,0,3104,0,0,0,0,0,0,0,0,2407,172,14,0,0,0,0,0,0,1470,31,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,799,11,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1130,150,0,0,199,0,0,0,0,0,0,0,0,5621,0,0,12,0,0,1148,0,0,0,0,0,0,0,0,167,0,0,760,3944,0,0,9,0,0,846,752,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,543,189,7,0,0,0,0,0,0,0,344,28,0,0,0,0,0
CORELLIHEN_CORVETTE,SHORT,2,UNKNOWN,27042,20851,0,0,0,0,0,0,0,80163,0,0,0,0,0,0,0,0,0,0,0,0,0,8257,0,0,0,0,0,0,0,0,0,0,40985,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6984,77972,0,0,5017,0,0,0,0,0,0,0,0,0,0,3298,0,0,0,0,0,0,0,0,4984,0,0,12136,0,40994,1372,0,0,0,0,0,0,80503,0,0,0,0,0,0,0,0,72593,0,0,0,0,0,0,0,0,51217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28099,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16274,4253,0,0,9408,0,0,0,0,0,0,0,0,158820,0,0,0,0,0,12637,0,0,0,0,0,0,0,0,4905,0,0,22121,125658,0,0,0,0,0,4914,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30661,0,0,0,0,0,0,0,0,21325,5,4,0,0,0,0,0
GALEGGTICA,LONG,2,UNKNOWN,0,7763,0,0,0,0,0,0,0,12145,1601,0,0,0,0,0,0,0,0,0,0,0,0,16187,153,0,0,0,0,0,0,0,551,0,4797,247,774,14,48,0,0,0,0,1739,0,0,0,0,0,0,0,0,11367,0,0,0,16217,264,0,0,0,0,0,0,87,0,0,11534,0,0,0,0,0,0,0,0,1370,2,0,0,0,5604,266,56,1,0,0,0,0,10388,1060,140,0,0,0,0,0,0,7753,3989,451,0,0,0,0,0,0,3930,2389,44,0,0,0,0,0,3896,0,0,0,0,0,0,0,0,0,239,0,2305,38,0,0,0,0,0,0,2369,0,0,0,0,0,0,0,0,0,383,0,0,10491,832,0,0,0,187,0,0,0,0,0,0,0,19019,0,0,768,0,0,11103,0,0,0,0,0,0,0,0,1128,0,0,5700,12507,0,0,739,0,0,11720,7423,408,3,0,0,0,0,0,0,1644,0,0,0,0,0,0,0,3953,217,0,0,0,0,0,0,0,5215,634,0,0,0,0,0
CORELLIHEN_CORVETTE,LONG,2,UNKNOWN,2608,5058,0,0,0,0,0,0,0,9875,0,0,0,0,0,0,0,0,0,0,0,0,0,3034,0,0,0,0,0,0,0,0,0,0,4395,209,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5114,7322,0,0,2474,0,0,0,0,0,0,0,0,0,0,3617,0,0,0,0,0,0,0,0,1142,0,0,2752,0,4940,218,1,0,0,0,0,0,9119,0,0,0,0,0,0,0,0,7526,325,30,0,0,0,0,0,0,5229,35,1,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,3063,50,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7039,849,0,0,2232,0,0,0,0,0,0,0,0,17258,0,0,31,0,0,7097,0,0,0,0,0,0,0,0,1032,0,0,5442,13385,0,0,36,0,0,4169,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063,304,20,0,0,0,0,0,0,2093,743,98,0,0,0,0,0
MILLENIUM_CHICKEN,LONG,3,UNKNOWN,2690,1015,0,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,1593,2088,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,7886,0,0,438,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,443,0,0,2650,892,2085,104,0,0,0,0,0,0,4145,0,0,0,0,0,0,0,0,4094,21,3,0,0,0,0,0,0,3566,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,625,1905,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,464,0,0,1949,0,0,0,0,0,0,0,0,8219,0,0,1,0,0,1460,0,0,0,0,0,0,0,0,499,0,0,2960,7999,0,0,2,0,0,754,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,17,1,0,0,0,0,0,0,2467,76,8,0,0,0,0,0
CORELLIHEN_CORVETTE,SHORT,1,DILITHIUM_STONE_FRAGMENT,265,71,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,382,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,689,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,126,0,405,16,0,0,0,0,0,0,761,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,36,0,0,95,0,0,0,0,0,0,0,0,1537,0,0,0,0,0,48,0,0,0,0,0,0,0,0,47,0,0,233,1265,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0
CORELLIHEN_CORVETTE,LONG,3,UNKNOWN,2267,4373,0,0,0,0,0,0,0,8387,48,0,0,0,0,0,0,0,0,0,0,0,0,3183,0,0,0,0,0,0,0,0,0,0,3767,204,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,4964,6570,0,0,2559,0,0,0,0,0,0,0,0,0,0,3785,0,0,0,0,0,0,0,0,983,0,0,2377,0,4124,197,0,0,0,0,0,0,7764,4,0,0,0,0,0,0,0,6516,588,81,0,0,0,0,0,0,4448,187,3,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,2472,51,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,9,0,0,6213,743,0,0,1874,0,0,0,0,0,0,0,0,14400,0,0,108,0,0,5959,0,0,0,0,0,0,0,0,854,0,0,4700,11406,0,0,95,0,0,4372,1840,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,2694,545,34,0,0,0,0,0,0,1846,996,118,0,0,0,0,0
GALEGGTICA,SHORT,3,DILITHIUM_STONE_FRAGMENT,0,77,0,0,0,0,0,0,0,121,3,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,46,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,6,0,0,0,0,52,3,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,78,14,2,0,0,0,0,0,0,72,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,6,0,0,0,0,0,0,0,0,193,0,0,2,0,0,57,0,0,0,0,0,0,0,0,7,0,0,40,135,0,0,1,0,0,30,43,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,20,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0
GALEGGTICA,SHORT,4,GOLD_METEORITE,0,5759,0,0,0,0,0,0,0,10029,325,0,0,0,0,0,0,0,0,0,0,0,0,5364,0,0,0,0,0,0,0,0,1,0,4222,148,77,0,8,0,0,0,0,443,0,0,0,0,0,0,0,0,3408,17815,0,0,4617,0,0,0,0,0,0,0,1,0,0,2852,0,0,0,0,0,0,0,0,598,0,0,0,0,4791,186,0,0,0,0,0,0,8715,154,23,0,0,0,0,0,0,7008,1439,141,0,0,0,0,0,0,4321,739,6,0,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,2399,34,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,39,0,0,3388,399,0,0,533,0,0,0,0,0,0,0,0,16141,0,0,132,0,0,3424,0,0,0,0,0,0,0,0,584,0,0,2132,11579,0,0,126,0,0,3280,3537,7,0,0,0,0,0,0,0,362,0,0,0,0,0,0,1763,1443,55,0,0,0,0,0,0,0,2138,244,0,0,0,0,0
GALEGGTICA,SHORT,4,THE_CHALICE,0,302,0,0,0,0,0,0,0,465,23,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,199,10,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,196,0,0,0,257,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,29,0,0,0,0,227,7,0,0,0,0,0,0,469,7,0,0,0,0,0,0,0,377,81,13,0,0,0,0,0,0,199,36,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,124,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,190,21,0,0,29,0,0,0,0,0,0,0,0,792,0,0,5,0,0,177,0,0,0,0,0,0,0,0,30,0,0,111,633,0,0,5,0,0,169,476,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,72,63,4,0,0,0,0,0,0,0,113,16,0,0,0,0,0
CHICKFIANT,SHORT,4,UNKNOWN,0,25643,9929,121,1106,0,0,0,0,32952,36920,993,93,0,0,0,209,0,0,0,0,0,0,62545,18934,0,0,0,0,19,0,0,14009,0,11027,348,28349,300,1439,0,0,0,0,38375,804,0,0,0,0,704,0,0,17944,0,32585,0,68321,20975,0,0,0,0,0,0,2816,0,0,20660,27,0,0,0,0,0,0,0,1963,454,0,0,0,14872,559,13247,688,0,0,0,0,25018,31179,3310,42,6,0,0,0,0,13639,45550,4132,6108,35,0,0,0,0,0,43307,495,108,7,0,0,0,89746,6142,0,0,0,0,0,0,0,0,11067,0,0,0,8549,868,0,0,0,0,43419,4210,295,0,0,0,0,0,0,0,4402,260,0,14021,0,943,0,0,18369,0,0,0,0,0,0,0,41211,21254,0,5541,0,0,15359,2620,0,0,0,0,0,0,0,1400,903,0,4199,0,262,0,5539,75,0,19483,75928,23284,288,33,0,3,0,0,0,36952,406,0,0,0,0,0,0,45277,1995,665,0,70,0,0,0,0,45503,4889,412,2,0,0,0
CHICKFIANT,SHORT,4,DILITHIUM_STONE,0,100,19,0,1,0,0,0,0,125,111,2,0,0,0,0,0,0,0,0,0,0,0,242,56,0,0,0,0,0,0,0,35,0,28,1,75,2,3,0,0,0,0,132,0,0,0,0,0,1,0,0,56,0,79,0,281,70,0,0,0,0,0,0,6,0,0,58,0,0,0,0,0,0,0,0,5,1,0,0,0,52,1,43,2,0,0,0,0,91,110,10,0,0,0,0,0,0,54,146,16,9,0,0,0,0,0,0,148,1,0,0,0,0,0,330,16,0,0,0,0,0,0,0,0,38,0,0,0,23,1,0,0,0,0,155,4,0,0,0,0,0,0,0,0,18,1,0,51,0,4,0,0,54,0,0,0,0,0,0,0,167,60,0,25,0,0,53,7,0,0,0,0,0,0,0,4,2,0,11,0,0,0,16,0,0,66,298,61,3,0,0,0,0,0,0,117,0,0,0,0,0,0,0,156,7,1,0,0,0,0,0,0,162,16,0,0,0,0,0
